starting_name,family_TNRS,current_name,infra_taxa,name_source,in_Yosemite_list,outcome,broader,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,notes
Potamogeton epihydrus,Potamogetonaceae,Potamogeton epihydrus,,CCH_synonym,TRUE,,4.monocot,8,7,1894,"Congdon, Joseph Whipple",2008,
Potamogeton epihydrus subsp. nuttallii,Potamogetonaceae,Potamogeton epihydrus,,CCH_synonym,TRUE,,4.monocot,4,4,1866,"Bolander, Henry Nicholas",2008,
Potamogeton foliosus,Potamogetonaceae,Potamogeton foliosus,,CCH_synonym,TRUE,,4.monocot,2,1,1939,"Mason, Herbert L.",1940,
Potamogeton foliosus subsp. foliosus,Potamogetonaceae,Potamogeton foliosus,,CCH_synonym,TRUE,,4.monocot,2,2,2008,"Taylor, Dean William",2008,
Potamogeton foliosus var. foliosus,Potamogetonaceae,Potamogeton foliosus,,CCH_synonym,TRUE,,4.monocot,2,2,2008,"Taylor, Dean William",2008,
Potamogeton gramineus,Potamogetonaceae,Potamogeton gramineus,,CCH_synonym,TRUE,,4.monocot,11,7,1919,"Clemens, Mrs. Joseph",2006,
Potamogeton heterophyllus,Potamogetonaceae,Potamogeton gramineus,,TNRS_synonym,FALSE,changed current name,4.monocot,1,,1938,"Howard, Julian A.",1938,
Potamogeton natans,Potamogetonaceae,Potamogeton natans,,CCH_synonym,TRUE,,4.monocot,21,9,1889,"Chesnut, Drew",2006,
Potamogeton pusillus,Potamogetonaceae,Potamogeton pusillus,,CCH_synonym,TRUE,,4.monocot,3,2,1938,"Smith, Winifred M.",2004,
Potamogeton pusillus subsp. pusillus,Potamogetonaceae,Potamogeton pusillus,,CCH_synonym,TRUE,,4.monocot,1,,1958,"Mason, Herbert L.",1958,
Potamogeton pusillus var. pusillus,Potamogetonaceae,Potamogeton pusillus,,CCH_synonym,TRUE,,4.monocot,1,1,1958,"Mason, Herbert L.",1958,
Potamogeton robbinsii,Potamogetonaceae,Potamogeton robbinsii,,CCH_synonym,TRUE,,4.monocot,6,6,1937,"Mason, Herbert L.",2008,
Potamogeton filiformis,Potamogetonaceae,Stuckenia filiformis,,CCH_synonym,TRUE,,4.monocot,1,,2006,"Colwell, Alison",2006,
Potamogeton filiformis subsp. alpinus,Potamogetonaceae,Stuckenia filiformis,,CCH_synonym,TRUE,,4.monocot,1,1,1994,"Taylor, Dean William",1994,
Stuckenia filiformis,Potamogetonaceae,Stuckenia filiformis,,CCH_synonym,TRUE,,4.monocot,1,1,2006,"Colwell, Alison",2006,
Stuckenia filiformis subsp. alpina,Potamogetonaceae,Stuckenia filiformis,,CCH_synonym,TRUE,,4.monocot,1,1,2008,"Taylor, Dean William",2008,
Stuckenia filiformis subsp. alpinus,Potamogetonaceae,Stuckenia filiformis,,TNRS_synonym,TRUE,,4.monocot,1,1,2010,"Taylor, Dean William",2010,
Stuckenia filiformis subsp. occidentalis,Potamogetonaceae,Stuckenia filiformis,,TNRS_synonym,TRUE,,4.monocot,1,,1898,"Congdon, Joseph Whipple",1898,
Sparganium angustifolium,Typhaceae,Sparganium angustifolium,,CCH_synonym,TRUE,,4.monocot,26,15,1866,"Bolander, Henry Nicholas",2009,
Sparganium simplex,Typhaceae,Sparganium angustifolium,,TNRS_synonym,TRUE,,4.monocot,1,1,1926,"Michael, Enid",1926,
Sparganium angustifolium subsp. emersum,Typhaceae,Sparganium emersum,,CCH_synonym,TRUE,,4.monocot,1,1,1953,"Rose, Lewis Samuel",1953,
Sparganium emersum,Typhaceae,Sparganium emersum,,CCH_synonym,TRUE,,4.monocot,2,1,1940,"Sharsmith, Carl W.",1987,
Sparganium emersum var. emersum,Typhaceae,Sparganium emersum,,TNRS_synonym,TRUE,,4.monocot,2,1,1898,"Congdon, Joseph Whipple",1946,
Sparganium natans,Typhaceae,Sparganium natans,,CCH_synonym,TRUE,,4.monocot,7,7,1909,"Jepson, Willis L.",2008,
Typha latifolia,Typhaceae,Typha latifolia,,CCH_synonym,TRUE,,4.monocot,2,1,1944,"Sharsmith, Carl W.",1958,
Alisma subcordatum,Alismataceae,Alisma subcordatum,,CCH_synonym,FALSE,"add_but_omit, taxonomic_mismatch",5.monocot-colorful,2,,1921,"Michael, Enid",1931,
Damasonium californicum,Alismataceae,Damasonium californicum,,CCH_synonym,FALSE,"add_but_omit, taxonomic_mismatch",5.monocot-colorful,1,,1895,"Austin, Mrs. R. M.",1895,
Sagittaria latifolia,Alismataceae,Sagittaria latifolia,,Yos_scientific,,,5.monocot-colorful,,,,,,
Allium amplectens,Amaryllidaceae,Allium amplectens,,CCH_synonym,TRUE,,5.monocot-colorful,7,3,1889,"Chesnut, Drew",2006,
Allium serratum,Amaryllidaceae,Allium amplectens,,CCH_synonym,TRUE,,5.monocot-colorful,1,1,1895,"Perkins, Albert J.",1895,
Allium bisceptrum,Amaryllidaceae,Allium bisceptrum,var. bisceptrum,CCH_synonym,TRUE,,5.monocot-colorful,1,1,1929,"Dearing, Hugh & Margaret",1929,
Allium campanulatum,Amaryllidaceae,Allium campanulatum,,CCH_synonym,TRUE,,5.monocot-colorful,35,20,1866,"Bolander, Henry Nicholas",2007,
Allium hyalinum,Amaryllidaceae,Allium hyalinum,,CCH_synonym,TRUE,,5.monocot-colorful,,,,,,
Allium cernuum var. obtusum,Amaryllidaceae,Allium obtusum,"var. obtusum, var. conspicuum",TNRS_synonym,FALSE,changed current name,5.monocot-colorful,1,1,1935,"Schreiber, Beryl O.",1935,
Allium obtusum,Amaryllidaceae,Allium obtusum,"var. obtusum, var. conspicuum",CCH_synonym,TRUE,,5.monocot-colorful,20,13,1922,"Michael, Enid",2007,
Allium obtusum var. conspicuum,Amaryllidaceae,Allium obtusum,"var. obtusum, var. conspicuum",CCH_synonym,TRUE,,5.monocot-colorful,1,1,1941,"Mason, Herbert L.",1941,
Allium obtusum var. obtusum,Amaryllidaceae,Allium obtusum,"var. obtusum, var. conspicuum",CCH_synonym,TRUE,,5.monocot-colorful,18,5,1890,"Congdon, Joseph Whipple",2005,
Allium parvum,Amaryllidaceae,Allium parvum,,CCH_synonym,FALSE,"add_but_omit, wrong ID",5.monocot-colorful,1,,1936,"Haines, A. Lee",1936,
Allium peninsulare,Amaryllidaceae,Allium peninsulare,,from_gbif,,,5.monocot-colorful,,,,,,
Allium tribracteatum,Amaryllidaceae,Allium tribracteatum,,CCH_synonym,TRUE,,5.monocot-colorful,3,3,1938,"Mason, Herbert L.",2010,
Allium validum,Amaryllidaceae,Allium validum,,CCH_synonym,TRUE,,5.monocot-colorful,30,13,1889,"Chesnut, Drew",1977,
Allium yosemitense,Amaryllidaceae,Allium yosemitense,,CCH_synonym,TRUE,,5.monocot-colorful,9,6,1922,"Michael, Enid",2003,
Arum italicum,Araceae,Arum italicum,,CCH_synonym,FALSE,"add, new invasive",5.monocot-colorful,1,1,2009,"Taylor, Dean William",2009,
Lemna gibba,Araceae,Lemna gibba,,Yos_scientific,,,5.monocot-colorful,,,,,,
Lemna minuta,Araceae,Lemna minuta,,Yos_scientific,,,5.monocot-colorful,,,,,,
Aralia californica,Araliaceae,Aralia californica,,CCH_synonym,TRUE,,5.monocot-colorful,1,,2006,"Grossenbacher, Dena",2006,
Asparagus officinalis,Asparagaceae,Asparagus officinalis,,iNat_synonym,,,5.monocot-colorful,,,,,,
Brodiaea coronaria,Asparagaceae,Brodiaea elegans,subsp. elegans,CCH_synonym,TRUE,,5.monocot-colorful,4,1,1891,"Congdon, Joseph Whipple",1944,
Brodiaea coronaria subsp. coronaria,Asparagaceae,Brodiaea elegans,subsp. elegans,CCH_synonym,TRUE,,5.monocot-colorful,1,,1922,"Hunnewell, F. W.",1922,
Brodiaea elegans,Asparagaceae,Brodiaea elegans,subsp. elegans,CCH_synonym,TRUE,,5.monocot-colorful,6,3,1926,"Michael, Enid",2007,
Brodiaea elegans subsp. elegans,Asparagaceae,Brodiaea elegans,subsp. elegans,CCH_synonym,TRUE,,5.monocot-colorful,24,10,1880,"Cleveland, Daniel",1969,
Brodiaea elegans var. elegans,Asparagaceae,Brodiaea elegans,subsp. elegans,TNRS_synonym,TRUE,,5.monocot-colorful,3,,1921,"Zeile, Elsie M.",1958,
Camassia leichtlinii,Asparagaceae,Camassia leichtlinii,subsp. suksdorfii,CCH_synonym,TRUE,,5.monocot-colorful,6,2,1890,"Congdon, Joseph Whipple",1967,
Camassia leichtlinii subsp. suksdorfii,Asparagaceae,Camassia leichtlinii,subsp. suksdorfii,CCH_synonym,TRUE,,5.monocot-colorful,11,4,1894,"Tompkins, Mrs. Z.",1969,
Camassia leichtlinii var. suksdorfii,Asparagaceae,Camassia leichtlinii,subsp. suksdorfii,CCH_synonym,TRUE,,5.monocot-colorful,1,,1907,"Eastwood, Alice",1907,
Camassia quamash,Asparagaceae,Camassia quamash,,CCH_synonym,TRUE,,5.monocot-colorful,16,8,1889,"Chesnut, Drew",1965,
Camassia quamash subsp. breviflora,Asparagaceae,Camassia quamash,,CCH_synonym,TRUE,,5.monocot-colorful,3,1,1891,"Congdon, Joseph Whipple",1937,
Camassia quamash subsp. quamash,Asparagaceae,Camassia quamash,,Symbiotica,,,5.monocot-colorful,,,,,,
Camassia quamash var. breviflora,Asparagaceae,Camassia quamash,,TNRS_synonym,TRUE,,5.monocot-colorful,1,1,1949,"Reifschneider, O. A.",1949,
Chlorogalum pomeridianum,Asparagaceae,Chlorogalum pomeridianum,,CCH_synonym,TRUE,,5.monocot-colorful,7,3,1914,"Perkins, Albert J.",1944,
Chlorogalum pomeridianum var. pomeridianum,Asparagaceae,Chlorogalum pomeridianum,,CCH_synonym,TRUE,,5.monocot-colorful,1,1,1900,Cook; Reynolds,1900,
Brodiaea congesta,Asparagaceae,Dichelostemma congestum,,TNRS_synonym,TRUE,,5.monocot-colorful,1,1,1924,"Lehenbauer, P.A.",1924,
Brodiaea multiflora,Asparagaceae,Dichelostemma multiflorum,,CCH_synonym,TRUE,,5.monocot-colorful,1,,1944,"Sharsmith, Carl W.",1944,
Dichelostemma multiflorum,Asparagaceae,Dichelostemma multiflorum,,CCH_synonym,TRUE,,5.monocot-colorful,6,,1902,"Hall, Harvey Monroe",1982,
Brodiaea volubilis,Asparagaceae,Dichelostemma volubile,,CCH_synonym,TRUE,,5.monocot-colorful,4,3,1929,"Carter, Annetta M.",1967,
Dichelostemma volubile,Asparagaceae,Dichelostemma volubile,,CCH_synonym,TRUE,,5.monocot-colorful,7,4,1901,"Grant, George B.",1935,
Brodiaea pulchella,Asparagaceae,Dipterostemon capitatus,,CCH_synonym,TRUE,,5.monocot-colorful,1,1,1935,"Augustine, W. B.",1935,
Dichelostemma capitatum,Asparagaceae,Dipterostemon capitatus,,CCH_synonym,TRUE,,5.monocot-colorful,8,3,1894,"Dudley, William R.",2006,
Dichelostemma capitatum subsp. capitatum,Asparagaceae,Dipterostemon capitatus,,Symbiotica,,,5.monocot-colorful,,,,,,
Dipterostemon capitatus,Asparagaceae,Dipterostemon capitatus,,iNat_synonym,,,5.monocot-colorful,,,,,,
Maianthemum racemosum,Asparagaceae,Maianthemum racemosum,subsp. amplexicaule,CCH_synonym,TRUE,,5.monocot-colorful,4,1,1936,"Haines, A. Lee",1944,
Maianthemum racemosum subsp. amplexicaule,Asparagaceae,Maianthemum racemosum,subsp. amplexicaule,CCH_synonym,TRUE,,5.monocot-colorful,12,1,1901,"Grant, George B.",1946,
Maianthemum racemosum var. glabra,Asparagaceae,Maianthemum racemosum,subsp. amplexicaule,TNRS_synonym,TRUE,,5.monocot-colorful,2,,1910,Hutchinson,1914,
Smilacina amplexicaulis,Asparagaceae,Maianthemum racemosum,subsp. amplexicaule,TNRS_synonym,TRUE,,5.monocot-colorful,7,4,1922,"Michael, Enid",1940,
Smilacina amplexicaulis var. glabra,Asparagaceae,Maianthemum racemosum,subsp. amplexicaule,TNRS_synonym,TRUE,,5.monocot-colorful,1,,1912,"Babcock, E. B.",1912,
Smilacina racemosa,Asparagaceae,Maianthemum racemosum,subsp. amplexicaule,CCH_synonym,TRUE,,5.monocot-colorful,6,5,1911,"Jepson, Willis L.",1935,
Smilacina racemosa var. amplexicaulis,Asparagaceae,Maianthemum racemosum,subsp. amplexicaule,CCH_synonym,TRUE,,5.monocot-colorful,3,1,1965,"Hood, Mary V.",1967,
Maianthemum stellatum,Asparagaceae,Maianthemum stellatum,,CCH_synonym,TRUE,,5.monocot-colorful,4,,1902,"Bacon, Mrs. D. G.",1965,
Smilacina stellata,Asparagaceae,Maianthemum stellatum,,CCH_synonym,TRUE,,5.monocot-colorful,1,1,1924,"Jepson, Willis L.",1924,
Triteleia crocea,Asparagaceae,Triteleia crocea,,from_gbif,,,5.monocot-colorful,,,,,,
Triteleia dudleyi,Asparagaceae,Triteleia dudleyi,,CCH_synonym,TRUE,,5.monocot-colorful,4,4,1911,"Jepson, Willis L.",2009,
Brodiaea hyacinthina,Asparagaceae,Triteleia hyacinthina,,CCH_synonym,TRUE,,5.monocot-colorful,4,1,1936,"Williams, H.",1958,
Triteleia hyacintha,Asparagaceae,Triteleia hyacinthina,,TNRS_synonym,TRUE,,5.monocot-colorful,1,,1911,"Abrams, Le Roy",1911,
Triteleia hyacinthina,Asparagaceae,Triteleia hyacinthina,,CCH_synonym,TRUE,,5.monocot-colorful,7,2,1902,"Hall, Harvey Monroe",1954,
Brodiaea ixioides,Asparagaceae,Triteleia ixioides,,CCH_synonym,TRUE,,5.monocot-colorful,4,,1921,"Peirson, Frank W.",1952,
Brodiaea lugens,Asparagaceae,Triteleia ixioides,,CCH_synonym,TRUE,misapplied,5.monocot-colorful,4,4,1936,"Haines, A. Lee",1957,
Brodiaea lutea,Asparagaceae,Triteleia ixioides,,CCH_synonym,TRUE,,5.monocot-colorful,10,4,1923,"Michael, Enid",1967,
Brodiaea lutea var. scabra,Asparagaceae,Triteleia ixioides,,CCH_synonym,TRUE,,5.monocot-colorful,1,1,1935,"Augustine, W. B.",1935,
Triteleia ixioides,Asparagaceae,Triteleia ixioides,,CCH_synonym,TRUE,,5.monocot-colorful,2,1,1902,"Hall, Harvey Monroe",1949,
Triteleia ixioides subsp. anilina,Asparagaceae,Triteleia ixioides,,CCH_synonym,TRUE,,5.monocot-colorful,40,13,1863,"Brewer, William Henry",1971,
Triteleia ixioides subsp. ixioides,Asparagaceae,Triteleia ixioides,,CCH_synonym,TRUE,,5.monocot-colorful,2,1,1930,"Walker, Burt",1932,
Triteleia ixioides subsp. scabra,Asparagaceae,Triteleia ixioides,,CCH_synonym,TRUE,,5.monocot-colorful,13,5,1894,"Dudley, William R.",1984,
Triteleia lugens,Asparagaceae,Triteleia ixioides,,CCH_synonym,TRUE,misapplied,5.monocot-colorful,3,3,1936,"Haines, A. Lee",1947,
Brodiaea laxa,Asparagaceae,Triteleia laxa,,CCH_synonym,TRUE,,5.monocot-colorful,2,2,1925,"Michael, Enid",1929,
Triteleia laxa,Asparagaceae,Triteleia laxa,,CCH_synonym,TRUE,,5.monocot-colorful,5,3,1895,"Perkins, Albert J.",1965,
Brodiaea gracilis,Asparagaceae,Triteleia montana,,CCH_synonym,TRUE,,5.monocot-colorful,2,1,1928,"Wright, George M.",1929,
Triteleia montana,Asparagaceae,Triteleia montana,,CCH_synonym,TRUE,,5.monocot-colorful,14,2,1902,"Hall, Harvey Monroe",1985,
Iris hartwegii,Iridaceae,Iris hartwegii,,CCH_synonym,TRUE,,5.monocot-colorful,29,14,1880,unknown,1965,
Iris hartwegii subsp. australis,Iridaceae,Iris hartwegii,,CCH_synonym,TRUE,,5.monocot-colorful,1,,1866,"Bolander, Henry Nicholas",1866,
Iris hartwegii subsp. hartwegii,Iridaceae,Iris hartwegii,,Symbiotica,,,5.monocot-colorful,,,,,,
Iris missouriensis,Iridaceae,Iris missouriensis,,CCH_synonym,TRUE,,5.monocot-colorful,13,2,1888,"Congdon, Joseph Whipple",1967,
Sisyrinchium douglasii,Iridaceae,Olsynium douglasii,,CCH_synonym,FALSE,"add_but_omit, wrong ID",5.monocot-colorful,1,,1931,"Davis, A. M.",1931,
Sisyrinchium bellum,Iridaceae,Sisyrinchium bellum,,CCH_synonym,TRUE,,5.monocot-colorful,17,9,1896,"Congdon, Joseph Whipple",1946,
Sisyrinchium elmeri,Iridaceae,Sisyrinchium elmeri,,CCH_synonym,TRUE,,5.monocot-colorful,9,6,1883,"Congdon, Joseph Whipple",2003,
Sisyrinchium halophilum,Iridaceae,Sisyrinchium halophilum,,CCH_synonym,FALSE,"add_but_omit, wrong ID",5.monocot-colorful,1,,1907,"Eastwood, Alice",1907,
Sisyrinchium idahoense,Iridaceae,Sisyrinchium idahoense,,CCH_synonym,TRUE,,5.monocot-colorful,6,3,1911,"Abrams, Le Roy",2005,
Sisyrinchium idahoense var. idahoense,Iridaceae,Sisyrinchium idahoense,,CCH_synonym,TRUE,,5.monocot-colorful,1,1,1923,"Mason, Herbert L.",1923,
Sisyrinchium idahoense var. occidentale,Iridaceae,Sisyrinchium idahoense,,Symbiotica,,,5.monocot-colorful,,,,,,
Sisyrinchium oreophilum,Iridaceae,Sisyrinchium idahoense,,CCH_synonym,TRUE,,5.monocot-colorful,1,,1900,"Bioletti, Frederick Theodore",1900,
Calochortus bruneaunis,Liliaceae,Calochortus bruneaunis,,CCH_synonym,TRUE,,5.monocot-colorful,1,,1914,"Perkins, Albert J.",1914,
Calochortus invenustus,Liliaceae,Calochortus invenustus,,Yos_scientific,,,5.monocot-colorful,,,,,,
Calochortus leichtlinii,Liliaceae,Calochortus leichtlinii,,CCH_synonym,TRUE,,5.monocot-colorful,48,21,1891,"Congdon, Joseph Whipple",2010,
Calochortus luteus,Liliaceae,Calochortus luteus,,CCH_synonym,TRUE,,5.monocot-colorful,2,1,1938,"Smith, Winifred M.",1951,
Calochortus minimus,Liliaceae,Calochortus minimus,,CCH_synonym,TRUE,,5.monocot-colorful,22,10,1884,"Smith, A. H.",1965,
Calochortus nudus,Liliaceae,Calochortus minimus,,CCH_synonym,TRUE,misapplied,5.monocot-colorful,16,10,1911,"Jepson, Willis L.",1967,
Calochortus monanthus,Liliaceae,Calochortus monanthus,,from_gbif,,,5.monocot-colorful,,,,,,
Calochortus superbus,Liliaceae,Calochortus superbus,,CCH_synonym,TRUE,,5.monocot-colorful,13,4,1860,"Michael, Charles W.",1969,
Calochortus venustus,Liliaceae,Calochortus venustus,,CCH_synonym,TRUE,,5.monocot-colorful,16,5,1896,"Jepson, Willis L.",1967,
Calochortus luteus var. oculatus,Liliaceae,Calochortus vestae,,TNRS_synonym,TRUE,,5.monocot-colorful,,,,,,
Clintonia uniflora,Liliaceae,Clintonia uniflora,,CCH_synonym,TRUE,,5.monocot-colorful,14,3,1863,"Brewer, William Henry",1982,
Fritillaria affinis,Liliaceae,Fritillaria affinis,,CCH_synonym,FALSE,"add, new native",5.monocot-colorful,1,1,2002,"Taylor, Dean William",2002,
Fritillaria multiflora,Liliaceae,Fritillaria affinis,,TNRS_synonym,FALSE,(collapse to synonym),5.monocot-colorful,2,2,1924,"Michael, Enid",1935,
Fritillaria atropurea,Liliaceae,Fritillaria atropurpurea,,TNRS_synonym,FALSE,changed current name,5.monocot-colorful,1,1,2010,"Taylor, Dean William",2010,
Fritillaria atropurpurea,Liliaceae,Fritillaria atropurpurea,,CCH_synonym,TRUE,,5.monocot-colorful,16,9,1902,"Hall, Harvey Monroe",1967,
Fritillaria micrantha,Liliaceae,Fritillaria micrantha,,CCH_synonym,TRUE,,5.monocot-colorful,13,4,1894,"Dudley, William R.",1981,
Fritillaria parviflora?,Liliaceae,Fritillaria micrantha,,TNRS_synonym,TRUE,,5.monocot-colorful,1,1,1929,"Carter, Annetta M.",1929,
Fritillaria pinetorum,Liliaceae,Fritillaria pinetorum,,CCH_synonym,TRUE,,5.monocot-colorful,1,,2006,"Grossenbacher, Dena",2006,
Lilium kelleyanum,Liliaceae,Lilium kelleyanum,,CCH_synonym,TRUE,,5.monocot-colorful,2,2,1977,"Helmkamp, George K.",1977,
Lilium pardalinum,Liliaceae,Lilium pardalinum,,CCH_synonym,TRUE,,5.monocot-colorful,2,1,1922,"Mason, Herbert L.",1925,
Lilium parvum,Liliaceae,Lilium parvum,,CCH_synonym,TRUE,,5.monocot-colorful,66,22,1875,"McLean, F. P.",1972,
Lilium washingtonianum,Liliaceae,Lilium washingtonianum,,CCH_synonym,TRUE,,5.monocot-colorful,4,1,1923,"Michael, Enid",1972,
Lilium washingtonianum subsp. washingtonianum,Liliaceae,Lilium washingtonianum,,CCH_synonym,TRUE,,5.monocot-colorful,7,1,1901,"Grant, George B.",1938,
Disporum hookeri,Liliaceae,Prosartes hookeri,,CCH_synonym,TRUE,,5.monocot-colorful,3,2,1911,"Hall, Harvey Monroe",1917,
Disporum hookeri var. hookeri,Liliaceae,Prosartes hookeri,,CCH_synonym,TRUE,,5.monocot-colorful,1,,1917,"Grant, Adele Lewis",1917,
Disporum trachyandrum,Liliaceae,Prosartes hookeri,,TNRS_synonym,TRUE,,5.monocot-colorful,1,,1944,"Sharsmith, Carl W.",1944,
Prosartes hookeri,Liliaceae,Prosartes hookeri,,CCH_synonym,TRUE,,5.monocot-colorful,8,,1894,"Dudley, William R.",1982,
Toxicoscordion exaltatum,Melanthiaceae,Toxicoscordion exaltatum,,Yos_scientific,,,5.monocot-colorful,,,,,,
Zigadenus exaltatus,Melanthiaceae,Toxicoscordion exaltatum,,CCH_synonym,TRUE,,5.monocot-colorful,1,1,2005,"Colwell, Alison",2005,
Toxicoscordion paniculatum,Melanthiaceae,Toxicoscordion paniculatum,,CCH_synonym,TRUE,,5.monocot-colorful,1,,1929,"Dorothy, Harvey",1929,
Zigadenus paniculatus,Melanthiaceae,Toxicoscordion paniculatum,,CCH_synonym,TRUE,,5.monocot-colorful,1,1,1908,"Smith, R. J.",1908,
Toxicoscordion venenosum,Melanthiaceae,Toxicoscordion venenosum,,CCH_synonym,TRUE,,5.monocot-colorful,1,1,1973,"Jacobs, L.",1973,
Toxicoscordion venenosum var. venenosum,Melanthiaceae,Toxicoscordion venenosum,,CCH_synonym,TRUE,,5.monocot-colorful,3,3,1880,"Cleveland, Daniel",1963,
Zigadenus (Toxicoscordion) venenosum,Melanthiaceae,Toxicoscordion venenosum,,TNRS_synonym,TRUE,,5.monocot-colorful,1,,1921,"Peirson, Frank W.",1921,
Zigadenus venenosus,Melanthiaceae,Toxicoscordion venenosum,,CCH_synonym,TRUE,,5.monocot-colorful,11,5,1883,"Congdon, Joseph Whipple",2006,
Zigadenus venenosus var. venenosus,Melanthiaceae,Toxicoscordion venenosum,,CCH_synonym,TRUE,,5.monocot-colorful,35,12,1860,State Survey,1967,
Zygadenus venenosus,Melanthiaceae,Toxicoscordion venenosum,,TNRS_synonym,TRUE,,5.monocot-colorful,,,,,,
Trillium angustipetalum,Melanthiaceae,Trillium angustipetalum,,CCH_synonym,TRUE,,5.monocot-colorful,9,6,1917,"Grant, Adele Lewis",1959,
Trillium chloropetalum var. angustipetalum,Melanthiaceae,Trillium angustipetalum,,CCH_synonym,TRUE,,5.monocot-colorful,3,,1966,"Hood, Mary V.",1967,
Veratrum californicum,Melanthiaceae,Veratrum californicum,,CCH_synonym,TRUE,,5.monocot-colorful,19,7,1889,"Congdon, Joseph Whipple",2009,
Veratrum californicum var. californicum,Melanthiaceae,Veratrum californicum,,CCH_synonym,TRUE,,5.monocot-colorful,16,8,1887,"Chesnut, Drew",1937,
Narthecium californicum,Nartheciaceae,Narthecium californicum,,CCH_synonym,TRUE,,5.monocot-colorful,9,3,1900,unknown,2009,
Cephalanthera austinae,Orchidaceae,Cephalanthera austiniae,,TNRS_synonym,TRUE,,5.monocot-colorful,2,1,1936,"Williams, H.",1938,
Cephalanthera austiniae,Orchidaceae,Cephalanthera austiniae,,CCH_synonym,TRUE,,5.monocot-colorful,6,2,1911,"Hall, Harvey Monroe",1940,
Eburophyton austinae,Orchidaceae,Cephalanthera austiniae,,TNRS_synonym,TRUE,,5.monocot-colorful,1,,1980,"Botti, Stephen J.",1980,
Corallorhiza maculata,Orchidaceae,Corallorhiza maculata,,CCH_synonym,TRUE,,5.monocot-colorful,14,5,1911,"Jepson, Willis L.",1965,
Corallorhiza maculata occidentalis,Orchidaceae,Corallorhiza maculata,,TNRS_synonym,TRUE,,5.monocot-colorful,1,,1922,"Hunnewell, F. W.",1922,
Corallorhiza multiflora,Orchidaceae,Corallorhiza maculata,,CCH_synonym,FALSE,changed current name,5.monocot-colorful,1,,1921,"Peirson, Frank W.",1921,
Corallorhiza striata,Orchidaceae,Corallorhiza striata,,CCH_synonym,TRUE,,5.monocot-colorful,14,6,1889,"Chesnut, Drew",1967,
Corallorhiza striata var. striata,Orchidaceae,Corallorhiza striata,,CCH_synonym,TRUE,,5.monocot-colorful,1,,1866,"Bolander, Henry Nicholas",1866,
Corallorrhiza striata,Orchidaceae,Corallorhiza striata,,TNRS_synonym,TRUE,,5.monocot-colorful,2,1,1929,"Carter, Annetta M.",1929,
Cypripedium montanum,Orchidaceae,Cypripedium montanum,,CCH_synonym,TRUE,,5.monocot-colorful,13,9,1884,"Cowing, G. G.",1981,
Cypripedium occidentale,Orchidaceae,Cypripedium montanum,,TNRS_synonym,TRUE,,5.monocot-colorful,1,,1872,"Gray, Asa",1872,
Epipactis gigantea,Orchidaceae,Epipactis gigantea,,CCH_synonym,TRUE,,5.monocot-colorful,15,8,1866,"Bolander, Henry Nicholas",1944,
Epipactis helleborine,Orchidaceae,Epipactis helleborine,,CCH_synonym,TRUE,,5.monocot-colorful,2,2,2010,"Taylor, Dean William",2010,
Goodyera oblongifolia,Orchidaceae,Goodyera oblongifolia,,CCH_synonym,TRUE,,5.monocot-colorful,11,3,1911,"Hall, Harvey Monroe",1981,
Habenaria alata,Orchidaceae,Habenaria alata,,from_gbif,,,5.monocot-colorful,,,,,,
Listera convallarioides,Orchidaceae,Neottia convallarioides,,CCH_synonym,FALSE,changed current name,5.monocot-colorful,19,6,1911,"Abrams, Le Roy",1980,
Neottia convallarioides,Orchidaceae,Neottia convallarioides,,CCH_synonym,FALSE,changed current name,5.monocot-colorful,1,,1926,"Grinnell, George Henry",1926,
Piperia colemanii,Orchidaceae,Platanthera colemanii,,CCH_synonym,FALSE,changed current name,5.monocot-colorful,13,9,1894,"Burnham, Stewart H.",2009,
Platanthera colemanii,Orchidaceae,Platanthera colemanii,,via_gbif,,,5.monocot-colorful,,,,,,
Habenaria dilatata var. leucostachys,Orchidaceae,Platanthera dilatata,,CCH_synonym,TRUE,,5.monocot-colorful,8,2,1923,"Bevans, A. B.",1966,
Habenaria leucostachys,Orchidaceae,Platanthera dilatata,,CCH_synonym,TRUE,,5.monocot-colorful,1,,1921,"Peirson, Frank W.",1921,
Platanthera dilatata,Orchidaceae,Platanthera dilatata,,CCH_synonym,TRUE,,5.monocot-colorful,2,,1939,"Pratt, Harlan K.",1963,
