accepted_name,scientific_name,taxonomic_status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first,first_observer,year_last,first_iNat_observer,first_iNat_date,last_iNat_observer,last_iNat_date,iNat_year_first,iNat_year_last,vouches_from_gbif_only,iNat_needs_ID_only_verdict,symbiota,iNat_missing_in_gbif,use_as_example,location_notes,notes,iNat_notes,range_notes,voucher_links,species added during manual voucher searches,iNat_needs_ID_only,iNat_needsID_only_notes,taxonomic_concerns,first_record-manual,last_record-manual
Sisyrinchium elmeri,Sisyrinchium elmeri,current,Iridaceae,5.monocot-colorful,,native,2,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,10,7,7,1883,"Congdon, Joseph Whipple",2003,tgosliner,6/14/2013,chloe_and_trevor,9/1/2023,2013,2023,,,in Symbiota,,,,,,,,,,,,,
Sisyrinchium halophilum,Sisyrinchium halophilum,current,Iridaceae,5.monocot-colorful,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",1,1,,1907,"Eastwood, Alice",1907,,,,,,,,,,,,,,,,,,,,,,
Sisyrinchium idahoense,Sisyrinchium idahoense,current,Iridaceae,5.monocot-colorful,,native,,,1,1,,1,1,,1,1,1,valid needs ID (old obs),XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,8,7,4,1900,"Bioletti, Frederick Theodore",2005,,,,,,,,,in Symbiota,,,,"2 needsID from Ackerson Meadow - by two different botanists; CCH: several recent and old vouchers, Lyell Canyon, Virginia Canyon",,"mostly east side, but scattered west side observations",,,,,,,
Calochortus albus,Calochortus albus,current,Liliaceae,5.monocot-colorful,,native,1,,1,,1,,,x,,,,,geographic error,"remove, coordinates erroneously inside protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,,,https://www.inaturalist.org/observations/109428759 - see commentary about location; normally a much lower elevation species,,,,,,,,
Calochortus bruneaunis,Calochortus bruneaunis,current,Liliaceae,5.monocot-colorful,,native,,1,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",1,1,,1914,"Perkins, Albert J.",1914,,,,,,,,remove,,,,,,,,,,"wrong ID, corrected a few days ago",,,,
Calochortus invenustus,Calochortus invenustus,current,Liliaceae,5.monocot-colorful,,out-of-range,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,in Symbiota,,,,Taylor: no regional vouchers; CCH: 1 1997 voucher in CSU Staislaus herbarium -way out of park,,wrong range-California far from park; iNat: far southern Sierra and LA area; occasional in southern Coast Range;,,,,,,N/A,N/A
Calochortus leichtlinii,Calochortus leichtlinii,current,Liliaceae,5.monocot-colorful,,native,574,2,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,48,45,21,1891,"Congdon, Joseph Whipple",2021,linkmdavis,7/20/1974,okisutch99,9/29/2023,1974,2023,,,in Symbiota,,,,,,,,,,,,1891,2010
Calochortus luteus,Calochortus luteus,current,Liliaceae,5.monocot-colorful,,native,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,2,2,1,1938,"Smith, Winifred M.",1951,,,,,,,,,in Symbiota,,,"Tiltill Valley, Yosemite Valley","1 YM voucher from Tiltill Valley, reID by Dean Taylor",,"no observations even close to Yosemite - closest in Mariposa, not even higher up Merced Cyn",https://www.cch2.org/portal/collections/individual/index.php?occid=2971278&clid=0,,,,,1938,1951
Calochortus minimus,Calochortus minimus,current,Liliaceae,5.monocot-colorful,,native,76,8,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,35,35,16,1884,"Smith, A. H.",1967,sea-kangaroo,5/16/2009,coloradobeck,8/8/2023,2009,2023,,,in Symbiota,,,,,,,,,,,,1884,1965
Calochortus minimus,Calochortus nudus,misapplied,Liliaceae,5.monocot-colorful,misapplied to Calochortus minimus,native,,,1,1,,misapplied,misapplied,misapplied,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",taxonomic or nomenclatural error,"remove, misapplied name",taxonomic or nomenclatural error,"remove, misapplied name",,,,,,,sea-kangaroo,5/16/2009,coloradobeck,8/8/2023,2009,2023,,,,,,,Lots of pre-1970 vouchers from commonly visited place in Yosemite; no record of taxon changes; but no recent vouchers or observations from anywhere nearby,,Tahoe and north,,,,,taxonomic_mismatch-wrong something,1911,1967
Calochortus monanthus,Calochortus monanthus,current,Liliaceae,5.monocot-colorful,,N/A,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",,,,,,,,,,,,,,,,,,,"listed in iNat as presumed extinct, but record is 1 voucher from near Wawona in 1967 in a German herbarium; and in Jepson listed as a single collection from 1867 near Klamath",,presumed extinct,https://www.gbif.org/occurrence/2515444361,,,,taxonomic_mismatch-probable mis-identification,1967,1967
Calochortus superbus,Calochortus superbus,current,Liliaceae,5.monocot-colorful,,native,32,7,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,13,13,4,1860,"Michael, Charles W.",1969,charlescrussell,6/9/2014,rudyclaeys,7/10/2023,2014,2023,,,in Symbiota,,,,,,,,,,,,,
Calochortus venustus,Calochortus venustus,current,Liliaceae,5.monocot-colorful,,native,48,8,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,15,15,4,1896,"Jepson, Willis L.",1967,charlescrussell,6/8/2014,dianatataru,7/11/2023,2014,2023,,,in Symbiota,,,,,,,,,,,,,
Calochortus vestae,Calochortus vestae,current,Liliaceae,5.monocot-colorful,,N/A,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",databasing discrepancy,"remove, designated as 'False Report'",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,,Taylor: no mention; CCH: 1 1916 voucher in Tuolumne/Mariposa counties from west of park,,"Coast Range, north of Bay",,,,,,1916,1916
Clintonia uniflora,Clintonia uniflora,current,Liliaceae,5.monocot-colorful,,native,10,1,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,14,14,3,1863,"Brewer, William Henry",1982,lizzywenk,7/12/2012,spifferella,7/9/2023,2012,2023,,,in Symbiota,,,sequoia groves,,,,,,,,,1863,1982
Erythronium purpurascens,Erythronium purpurascens,current,Liliaceae,5.monocot-colorful,Erythronium multiscapideum,N/A,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",databasing discrepancy,"remove, designated as 'False Report'",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,,"assuming this name mismatch, but both wrong range; Taylor indicates E. multiscapideum takes precedence; type specimen destroyed in 1906 fire",,"wrong range-Tahoe area, very occasional around Emigrant",,,,,,N/A,N/A
Fritillaria affinis,Fritillaria affinis,current,Liliaceae,5.monocot-colorful,,native,,,,,,,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",3,2,3,1924,"Michael, Enid",2002,,,,,,,,,,,,,,,,,"add, found during search of CCH2 by locality name",,,,,
Fritillaria atropurpurea,Fritillaria atropurpurea,current,Liliaceae,5.monocot-colorful,,native,22,5,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,15,14,8,1902,"Hall, Harvey Monroe",2010,rparker,5/9/2016,thomastaylor1,8/10/2023,2016,2023,,,in Symbiota,,,"Mount Dana, Tuolumne",,,,,,,,,1902,1967
Fritillaria micrantha,Fritillaria micrantha,current,Liliaceae,5.monocot-colorful,,native,22,10,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,14,14,5,1894,"Dudley, William R.",1981,cynbell,5/20/2006,andrew_salinas,6/14/2023,2006,2023,,,in Symbiota,,,"Yosemite Valley, sequoia groves",,,,,,,,,1894,1972
Fritillaria pinetorum,Fritillaria pinetorum,current,Liliaceae,5.monocot-colorful,,native,14,,1,1,obscured,1,1,1,,1,1,,databasing discrepancy,"add, observations lost due to auto-obscured coordinates",retain exact name,retain exact name,retain exact name,retain exact name,1,,,2006,"Grossenbacher, Dena",2006,lizzywenk,6/21/2014,juniperjuyung,8/3/2023,2014,2023,,,in Symbiota,geoprivate_by_iNat,,,only recent voucher under current name; old vouchers will be under pre-split name,,,,,,,,,
Lilium humboldtii,Lilium humboldtii,current,Liliaceae,5.monocot-colorful,,native,1,,,,iNat-not-gbif,,,x,,,,,identification error,"remove, incorrect identification",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,geoprivate_by_iNat,,,CCH: no vouchers; Taylor: no local vouchers: gbif: only links to an iNat voucher that is a wrong ID,mis-identification,,,,,,,N/A,N/A
Lilium kelleyanum,Lilium kelleyanum,current,Liliaceae,5.monocot-colorful,,native,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",1,1,1,1977,"Helmkamp, George K.",1977,,,,,,,,,,,,,"1 voucher in CCH from 1930 specifies ""leopard lily"" which is a different species, but no photo; also location doesn't match elevation; other 2 CCH vouchers also odd",,"very common species right UP TO ridge that is Yosemite's southern boundary, but absent to north",,,,,taxonomic_mismatch-wrong something,1977,1977
Lilium pardalinum,Lilium pardalinum,current,Liliaceae,5.monocot-colorful,,native,13,,,,1,,1,1,1,,1,,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",geographic error,"add, coordinates erroneously outside protected area or missing coordinates",1,1,,1925,"Adams, E. L.",1925,tkoffel,7/12/2014,julien9uwr,7/25/2023,2014,2023,,,,,,,"truly no georeferenced vouchers! (1925 listed as May Lake; a few around Mather, outside park)",multiple RG observations in iNat,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1922,1937
Lilium parvum,Lilium parvum,current,Liliaceae,5.monocot-colorful,,native,318,19,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,62,62,20,1875,"McLean, F. P.",1972,okisutch99,9/6/1993,charlescrussell,9/28/2023,1993,2023,,,in Symbiota,,,,,,,,,,,,,
Lilium washingtonianum,Lilium washingtonianum,current,Liliaceae,5.monocot-colorful,,native,35,7,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,12,12,3,1901,"Grant, George B.",1972,tkoffel,7/11/2014,annabeller,7/12/2023,2014,2023,,,in Symbiota,,,,,,,,,,,,,
Prosartes hookeri,Prosartes hookeri,current,Liliaceae,5.monocot-colorful,,native,26,3,1,,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",10,10,1,1894,"Dudley, William R.",1982,natureali,5/12/2007,scrumrin,10/5/2022,2007,2022,,,in Symbiota,,,various,,"uncommon, but throughout Yosemite (I have two photos)",,,"add, found during search of CCH2 for species in iNat, parks list",,,,1894,1982
Toxicoscordion exaltatum,Toxicoscordion exaltatum,current,Melanthiaceae,5.monocot-colorful,Zigadenus exaltatus,native,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,1,2005,"Colwell, Alison",2005,,,,,,,,,in Symbiota,,,Wawona,"CCH, Taylor: recent Wawona voucher",,,,"add, found during search of CCH2 for species in iNat, parks list",,,,2005,2005
Toxicoscordion paniculatum,Toxicoscordion paniculatum,current,Melanthiaceae,5.monocot-colorful,,native,,2,1,,,1,1,,1,,1,valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,2,1,1908,"Smith, R. J.",1929,,,,,,,,,,,,"Yosemite Valley, Tioga Road","just 2 CCH vouchers: 1929 ""Road from YV to Tuo"", 1908 ""Camp Curry""",,"throughout western US, but generally at much lower elevations",,"add, found during search of CCH2 for species in iNat, parks list",,,,1908,1929
Toxicoscordion venenosum,Toxicoscordion venenosum,current,Melanthiaceae,5.monocot-colorful,,native,11,26,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,46,45,16,1860,State Survey,2006,danimal,6/6/2019,tamjam,6/23/2021,2019,2021,,,in Symbiota,,,throughout,,,,,,,,,1875,2006
Trillium angustipetalum,Trillium angustipetalum,current,Melanthiaceae,5.monocot-colorful,Trillium kurabayashii (in part),native,24,5,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,11,11,5,1917,"Grant, Adele Lewis",1967,jihyunan,3/27/2014,snsheth,6/4/2023,2014,2023,,,in Symbiota,,,,,,,,,,,,,
Trillium angustipetalum,Trillium kurabayashii,synonym (pro parte),Melanthiaceae,5.monocot-colorful,Trillium angustipetalum (merged into),native,,2,,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,,jihyunan,3/27/2014,snsheth,6/4/2023,2014,2023,,synonym,,,,,,,,,,,"treated as part of Trillium angustipetalum in Jepson, CCH; separate in iNat",,,
Veratrum californicum,Veratrum californicum,current,Melanthiaceae,5.monocot-colorful,,native,273,6,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,31,28,13,1887,"Chesnut, Victor K.; ; Drew, Elmer R.",2009,mikee84,8/26/1992,nlboti,10/5/2023,1992,2023,,,in Symbiota,,,,,,,,,,,,,
Narthecium californicum,Narthecium californicum,current,Nartheciaceae,5.monocot-colorful,,native,,2,1,,,1,1,,1,1,1,2024 RG ID (old obs),XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",9,7,3,1900,unknown,2009,,,,,,,,,in Symbiota,,,"various, northern park",,,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1900,2009
Cephalanthera austiniae,Cephalanthera austiniae,current,Orchidaceae,5.monocot-colorful,,native,14,,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,9,9,3,1911,"Hall, Harvey Monroe",1980,lizzywenk,7/3/2014,lizzywenk,7/8/2023,2014,2023,,,in Symbiota,,,,,,,,,,,,,
Corallorhiza maculata,Corallorhiza maculata,current,Orchidaceae,5.monocot-colorful,,native,69,8,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,19,18,9,1865,"Torrey, John",1965,tgosliner,6/13/2013,courtney548,10/12/2023,2013,2023,,,,,,,,,,,,,,,,
Corallorhiza mertensiana,Corallorhiza mertensiana,current,Orchidaceae,5.monocot-colorful,,out-of-range,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,,,,,,,wrong ID,,,,
Corallorhiza striata,Corallorhiza striata,current,Orchidaceae,5.monocot-colorful,,native,22,,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,18,18,8,1866,"Bolander, Henry Nicholas",1967,stevendaniel,6/25/2010,marcushubbell,6/30/2023,2010,2023,,,in Symbiota,,,,,,,,,,,,,
Cypripedium montanum,Cypripedium montanum,current,Orchidaceae,5.monocot-colorful,,native,2,,1,1,obscured,1,1,1,1,,1,,databasing discrepancy,"add, observations lost due to auto-obscured coordinates",retain exact name,retain exact name,retain exact name,retain exact name,16,16,11,1872,"Gray, Asa",1981,jtajax,5/29/2015,grahamt,5/14/2019,2015,2019,,,in Symbiota,geoprivate_by_iNat,,"Big Oak Flat Road, Wawona",several healthy Yosemite populations,,,,,,,,1872,1981
Epipactis gigantea,Epipactis gigantea,current,Orchidaceae,5.monocot-colorful,,native,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,17,16,10,1866,"Bolander, Henry Nicholas",1944,,,,,,,,,in Symbiota,,true extinction of population??,,"several old vouchers from Yosemite Falls Trail; clearly none now - although coordinates obscured, obvious none are in Yosemite",,,https://www.inaturalist.org/observations?place_id=any&subview=map&taxon_id=50715,,,,,1866,1944
Epipactis helleborine,Epipactis helleborine,current,Orchidaceae,5.monocot-colorful,,introduced,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,,2,2010,"Taylor, Dean William",2010,,,,,,,,,in Symbiota,,,Yosemite Valley,"Dean Taylor indicates this invasive is known to be expanding in the western Sierra, but no vouchers from area at present",,,,"add, found during search of CCH2 for species in iNat, parks list",,,,2010,2010
Goodyera oblongifolia,Goodyera oblongifolia,current,Orchidaceae,5.monocot-colorful,,native,66,,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,11,11,3,1911,"Hall, Harvey Monroe",1981,lizzywenk,7/26/2012,eridley1,11/30/2023,2012,2023,,,in Symbiota,,,"Yosemite Valley, Mirror Lake",,,,,,,,,1911,1981
Habenaria alata,Habenaria alata,current,Orchidaceae,5.monocot-colorful,,out-of-range,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",,,,,,,,,,,,,,,,,,,"no CCH vouchers; single gbif from University of Florida, 1929",,Mexican - Yucatan - species,https://www.gbif.org/occurrence/1503180657,,,,,1929,1929
Neottia convallarioides,Neottia convallarioides,current,Orchidaceae,5.monocot-colorful,Listera convallarioides,native,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,22,21,9,1911,"Abrams, Le Roy",1980,,,,,,,,,in Symbiota,,,various,several CHH2 vouchers in expected locations in Yosemite,,so hard to find! I've seen once,,,,,,1911,1980
Platanthera colemanii,Platanthera colemanii,current,Orchidaceae,5.monocot-colorful,Piperia colemanii,native,,,1,1,,1,1,1,1,1,1,,databasing discrepancy,"add, observations lost due to auto-obscured coordinates",retain exact name,retain exact name,retain exact name,retain exact name,13,7,9,1894,"Burnham, Stewart H.",2009,,,,,,,,,in Symbiota,geoprivate_by_iNat,,,several observations broadly near Wawona & recent YM vouchers,"obscured species, went through likely candidates until I found one where notes specified ""Mariposa Grove""",,,,,,,,
Platanthera dilatata,Platanthera dilatata,current,Orchidaceae,5.monocot-colorful,Platanthera leucostachys,native,111,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,35,33,18,1863,unknown,2007,dawnendico,8/9/2005,kristymorrow,8/31/2023,2005,2023,,,in Symbiota,,,,,,,,,,,,,
Platanthera elegans,Platanthera elegans,current,Orchidaceae,5.monocot-colorful,,native,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",3,3,1,1923,"Grinnell, George Henry",1978,,,,,,,,,,,,,CCH2 vouchers all old and not from main CA herbaria,,Coast Range species with no observation in Central Valley or Sierra,,,,,taxonomic_mismatch-wrong something,1923,1965
Platanthera elongata,Platanthera elongata,current,Orchidaceae,5.monocot-colorful,Piperia elongata,native,2,1,,1,1,,1,1,1,,1,,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,2,2,1,1922,"Hunnewell, F. W.",1929,bradwinckelmann,8/5/2017,a_meyer,6/24/2019,2017,2019,,,,,,above Yosemite Valley,previously part of Platanthera unalascensis; name established: Bot. J. Linn. Soc. 142: 21 (2003),,,,,,,,1922,1929
Platanthera leptopetala,Platanthera leptopetala,current,Orchidaceae,5.monocot-colorful,,native,1,,,,iNat-not-gbif,,,1,,,1,,"retain, restricted license","retain, but restricted license (new native record)",XX-not in graphics,"XX-not on parks list, but occurs in protected area",databasing discrepancy,"add, known vouchers missing from biodiversity portal",,,,,,,,,,,,,,,,geoprivate_by_iNat,,Yosemite Valley,CCH: 1 ambiguous record marked as Tuolumne County; Taylor: Yos Valley 1911 voucher; gbif: iNat only,,,,,,,,1911,1911
Platanthera sparsiflora,Platanthera sparsiflora,current,Orchidaceae,5.monocot-colorful,,native,32,3,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,38,34,16,1866,"Bolander, Henry Nicholas",2003,lizzywenk,7/26/2012,kees_hood,8/1/2022,2012,2022,,,in Symbiota,,,,,,,,,,,,,
Platanthera transversa,Platanthera transversa,current,Orchidaceae,5.monocot-colorful,,native,15,2,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,8,7,7,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2010,mlarocque1962,7/26/2011,obbila,8/22/2023,2011,2023,,,in Symbiota,,,,,,,,,,,,,
Platanthera unalascensis,Platanthera unalascensis,current,Orchidaceae,5.monocot-colorful,Piperia unalascensis,native,3,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,15,12,9,1872,"Torrey, John",2007,lizzywenk,6/16/2014,michaelvoeltz,7/11/2022,2014,2022,,,in Symbiota,,,,,,,,,,,,,
Platanthera yosemitensis,Platanthera yosemitensis,current,Orchidaceae,5.monocot-colorful,,native,5,,1,1,obscured,1,1,1,1,1,1,,databasing discrepancy,"add, observations lost due to auto-obscured coordinates",retain exact name,retain exact name,retain exact name,retain exact name,5,1,5,1923,"Grinnell, George Henry",2004,mlarocque1962,7/26/2011,chloe_and_trevor,9/1/2023,2011,2023,,,in Symbiota,geoprivate_by_iNat,,various,"type specimen from Yosemite, ~10 years ago",,,,,,,,1923,2004
Spiranthes perexilis,Spiranthes perexilis,current,Orchidaceae,5.monocot-colorful,Spiranthes stellata (split from),native,8,,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,taxonomic or nomenclatural error,"add, taxonomic splits since last list update",retain exact name,retain exact name,2,1,2,1872,"Torrey, John",1997,mlarocque1962,7/26/2011,chloe_and_trevor,9/1/2023,2011,2023,,,,,,McSwain Meadows,CCH - 1 Taylor voucher,,,,,,,,1997,1997
Spiranthes porrifolia,Spiranthes porrifolia,current,Orchidaceae,5.monocot-colorful,,native,5,2,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,10,8,5,1872,"Redfield, John H.",2007,taralee,6/18/2022,maryswanson351,7/10/2023,2022,2023,,,in Symbiota,,,,,,,,,,,,,
