notes,accepted_name,scientific_name,status,family,broader,establishment_means,count_RG,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,iNat_needsID_only,final_list,iNat_outcome,parks_outcome,voucher_outcome,old&recent,first_voucher,last_voucher,iNat_needs_ID_?,first_iNat,last_iNat
,Leionema diosmeum,Leionema diosmeum,current,Rutaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1888,1934,,2023,2023
,Leonotis leonurus,Leonotis leonurus,current,Lamiaceae,3.dicot,introduced,5,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2021,2024
,Leontodon saxatilis,Leontodon saxatilis,current,Asteraceae,3.dicot,introduced,,,,,,,,,,1,1,needsID_only_correct,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2022,2022
,Lepidium bonariense,Lepidium bonariense,current,Brassicaceae,3.dicot,introduced,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Lepidium pseudotasmanicum,Lepidium pseudotasmanicum,current,Brassicaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1899,1899,none,,
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Lepidosperma concavum,Lepidosperma concavum,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1895,2013,yes_unsure,,
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Lepidosperma filiforme,Lepidosperma filiforme,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1899,2008,none,,
,Lepidosperma flexuosum,Lepidosperma flexuosum,current,Cyperaceae,4.monocot,native,,,1,,,1,,1,,,1," XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1973,1973,none,,
,Lepidosperma forsythii,Lepidosperma forsythii,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1973,1992,none,,
,Lepidosperma gunnii,Lepidosperma gunnii,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,recent_vouchers_only,1992,1992,none,,
,Lepidosperma latens,Lepidosperma latens,current,Cyperaceae,4.monocot,native,,,1,,,1,,,1,,1," XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,recent_vouchers_only,2008,2008,none,,
,Lepidosperma laterale,Lepidosperma laterale,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1,needsID-likely correct,retain on list,retain voucher,old&recent_vouchers,1984,1995,yes_correct,,
,Lepidosperma limicola,Lepidosperma limicola,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1975,1993,none,,
,Lepidosperma longitudinale,Lepidosperma longitudinale,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1951,1951,none,,
"1947 voucher geolocated outside Royal, but inside park based on notes",Lepidosperma neesii,Lepidosperma neesii,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1947,2008,none,,
"voucher was in download, but 'hidden' under coarser ID as this species is currently still marked in ALA as 'unreviewed'",Lepidosperma prospectum,Lepidosperma prospectum,current,Cyperaceae,4.monocot,native,,,1,,,1,,,1,,1,needsID-likely correct,"not on parks list, but occurs in park",retain voucher,recent_vouchers_only,2020,2020,yes_correct,,
"1973 voucher geolocated outside Royal, but inside park based on notes",Lepidosperma quadrangulatum,Lepidosperma quadrangulatum,current,Cyperaceae,4.monocot,native,,1,,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,"add, voucher found during check",old_vouchers_only,1973,1973,none,,
,Lepidosperma sieberi,Lepidosperma sieberi,current,Cyperaceae,4.monocot,native,,,1,,,1,,1,1,,1," XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old&recent_vouchers,1973,2013,none,,
,Lepidosperma urophorum,Lepidosperma urophorum,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1977,1977,none,,
"four vouchers from Royal, including the 1895 one, are actually incorrect duplicates of L. concavum records fed back into the ALA by BioNet with the ID incorrectly changed; another pervasive BioNet error",Lepidosperma viscidum,Lepidosperma viscidum,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1972,1992,none,,
"the herbarium sheet for this voucher is detted as Leucopogon lanceolatus, which = Leucopogon affinis, but it has been matched to Leptecophylla juniperina for some reason (= NZ species)",Leptecophylla juniperina,Leptecophylla juniperina,current,Ericaceae,3.dicot,out-of-range,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, listing based on database error",(disagree with voucher),,,,,
,Leptinella longipes,Leptinella longipes,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1975,1975,none,,
"1951 voucher geolocated outside Royal, but inside park based on notes",Leptocarpus tenax,Leptocarpus tenax,current,Restionaceae,4.monocot,native,2,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1951,1986,,2020,2022
,Leptomeria acida,Leptomeria acida,current,Santalaceae,3.dicot,native,27,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1896,2017,,2014,2024
,Leptospermum arachnoides,Leptospermum arachnoides,current,Myrtaceae,3.dicot,native,5,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1890,2006,,2019,2023
,Leptospermum continentale,Leptospermum continentale,current,Myrtaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1961,1986,yes_unsure,,
,Leptospermum grandifolium,Leptospermum grandifolium,current,Myrtaceae,3.dicot,native,2,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1899,1961,,2020,2022
,Leptospermum juniperinum,Leptospermum juniperinum,current,Myrtaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1914,1985,none,,
"seeing the sheet would confirm of course, but most likely misidentified per Peter Wilson, who says that the only current reliable records of this species are from the south coast. Peter stated that ""it is possibly a misidentified grandifolium ... but there are still unresolved issues with that ""species"" because there are a number of morphs"". Also Peter checked 7 grandifolium specimens from around Royal, and 3 were originally misidentified as lanigerum, adding further weight to this hypothesis",Leptospermum lanigerum,Leptospermum lanigerum,current,Myrtaceae,3.dicot,out-of-range,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, mis-identification",(disagree with voucher),,,,,
,Leptospermum morrisonii,Leptospermum morrisonii,current,Myrtaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1898,1898,none,,
,Leptospermum polygalifolium,Leptospermum polygalifolium,current,Myrtaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,needsID-likely correct,retain on list,retain voucher,old&recent_vouchers,1896,2015,yes_correct,,
"all of the RG obs on iNat of this species seem misidentified to me. I strongly suspect this is in part, or in full, due to the common name for this species being simply 'Tea Tree' on iNat, which most people use to refer to any Leptospermum in general",Leptospermum scoparium,Leptospermum scoparium,current,Myrtaceae,3.dicot,native,,,,1,,,,,,,,"remove, 01. wrong ID","XX-not on parks list, not in park","XX-no voucher, not in park",(remove),,,,,
,Leptospermum squarrosum,Leptospermum squarrosum,current,Myrtaceae,3.dicot,native,28,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1887,2016,,1988,2024
,Lepyrodia anarthria,Lepyrodia anarthria,current,Restionaceae,4.monocot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1975,1975,none,,
"1899 voucher, but the locality notes say Centennial Park, so clearly not in Royal",Lepyrodia muelleri,Lepyrodia muelleri,current,Restionaceae,4.monocot,native,,1,1,,1,1,,1,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1975,1992,none,,
,Lepyrodia scariosa,Lepyrodia scariosa,current,Restionaceae,4.monocot,native,1,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1897,1992,,2023,2023
,Lepyrodia verruculosa,Lepyrodia verruculosa,current,Restionaceae,4.monocot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1967,1986,none,,
,Leucojum aestivum,Leucojum aestivum,current,Amaryllidaceae,5.monocot-colorful,introduced,1,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2022,2022
,Leucopogon affinis,Leucopogon affinis,current,Ericaceae,3.dicot,native,35,,1,1,1,1,1,1,1,,1,retain observation,"retain, synonym",retain voucher,old&recent_vouchers,1924,2008,,2019,2023
,Leucopogon affinis,Leucopogon lanceolatus ,synonym,Ericaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
,Leucopogon amplexicaulis,Leucopogon amplexicaulis,current,Ericaceae,3.dicot,native,30,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1896,2006,,2019,2024
,Leucopogon microphyllus,Leucopogon microphyllus,current,Ericaceae,3.dicot,native,29,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1887,2012,,2014,2024
,Leucopogon parviflorus,Leucopogon parviflorus,current,Ericaceae,3.dicot,native,3,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1970,2018,,2021,2022
,Leucopogon virgatus,Leucopogon virgatus,current,Ericaceae,3.dicot,native,,1,1,,1,1,,1,,,1,needsID-likely correct,retain on list,retain voucher,old_vouchers_only,1983,1983,yes_correct,,
,Libertia paniculata,Libertia paniculata,current,Iridaceae,5.monocot-colorful,native,3,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,2019,,2021,2023
,Ligustrum lucidum,Ligustrum lucidum,current,Oleaceae,3.dicot,introduced,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,yes_incorrect,,
,Ligustrum sinense,Ligustrum sinense,current,Oleaceae,3.dicot,introduced,1,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2020,2020
,Lilaeopsis polyantha,Lilaeopsis polyantha,current,Apiaceae,3.dicot,native,,1,1,,1,1,,,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,recent_vouchers_only,2005,2005,none,,
"2002 voucher geolocated just outside the park, but inside Royal based on notes",Lilium formosanum,Lilium formosanum,current,Liliaceae,5.monocot-colorful,introduced,3,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1975,2002,,2022,2023
,Lindsaea linearis,Lindsaea linearis,current,Lindsaeaceae,1.ferns/primitive,native,17,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1948,1955,,2020,2023
,Lindsaea microphylla,Lindsaea microphylla,current,Lindsaeaceae,1.ferns/primitive,native,23,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1933,1960,,2020,2023
"2002 voucher geolocated just outside the park, but inside Royal based on notes",Linum trigynum,Linum trigynum,current,Linaceae,3.dicot,introduced,1,1,,1,1,1,1,,1,,1,retain observation,retain on list,"add, voucher found during check",recent_vouchers_only,2002,2002,,2024,2024
,Liparis reflexa,Liparis reflexa,current,Orchidaceae,5.monocot-colorful,native,6,,1,1,1,1,1,1,,,1,retain observation,"retain, synonym",retain voucher,old_vouchers_only,1893,1969,,2021,2023
,Liparis reflexa,Cestichis reflexa,synonym,Orchidaceae,5.monocot-colorful,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
,Liparophyllum exaltatum,Liparophyllum exaltatum,current,Menyanthaceae,3.dicot,native,,,,,1,,,,,,1," XX-not in iNat, yes in park","retain, synonym","no voucher, but exists in park",no_vouchers,,,none,,
,Liparophyllum exaltatum,Villarsia exaltata,synonym,Menyanthaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
,Lissanthe strigosa,Lissanthe strigosa,current,Ericaceae,3.dicot,native,16,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1952,1997,,2019,2023
,Litsea reticulata,Litsea reticulata,current,Lauraceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1959,1985,none,,
,Livistona australis,Livistona australis,current,Arecaceae,5.monocot-colorful,native,57,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1949,1975,,2004,2024
,Lobelia anceps,Lobelia anceps,current,Campanulaceae,3.dicot,native,15,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1952,2016,,2018,2024
,Lobelia andrewsii,Lobelia andrewsii,current,Campanulaceae,3.dicot,native,8,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1890,2016,,2020,2023
"seems a little dubious and out of range, but accepting at face value, not beyond the realm of possibility",Lobelia concolor,Lobelia concolor,current,Campanulaceae,3.dicot,native,,,,,1,,,,,,1," XX-not in iNat, yes in park","retain, synonym","no voucher, but exists in park",no_vouchers,,,none,,
,Lobelia concolor,Pratia concolor,synonym,Campanulaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
,Lobelia dentata,Lobelia dentata,current,Campanulaceae,3.dicot,native,3,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1958,1994,,2019,2020
,Lobelia gibbosa,Lobelia gibbosa,current,Campanulaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1889,1889,yes_unsure,,
,Lobelia purpurascens,Lobelia purpurascens,current,Campanulaceae,3.dicot,native,12,,1,1,1,1,1,1,,,1,retain observation,"retain, synonym",retain voucher,old_vouchers_only,1899,1979,,2020,2023
,Lobelia purpurascens,Pratia purpurascens,synonym,Campanulaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
,Lobelia simplicicaulis,Lobelia simplicicaulis,current,Campanulaceae,3.dicot,native,,,1,,,1,,1,,,1," XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1894,1894,none,,
,Logania albiflora,Logania albiflora,current,Loganiaceae,3.dicot,native,18,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,1990,,2020,2023
,Lolium arundinaceum,Lolium arundinaceum,current,Poaceae,4.monocot,introduced,,,,,1,1,,1,,,1,"XX-not in iNat, yes in park","retain, synonym","retain, synonym",old_vouchers_only,1987,1987,none,,
,Lolium arundinaceum,Festuca arundinacea,synonym,Poaceae,4.monocot,introduced,,1,1,,synonym,synonym,synonym,,,,,XX-synonym other list,"XX-synonym re vouchers, parks",XX-synonym re parks & voucher,(remove),,,,,
the only voucher from Royal is actually an incorrect duplicate of an L. arundinaceum record fed back into the ALA by BioNet with the ID incorrectly changed; another pervasive BioNet error,Lolium pratense,Lolium pratense,current,Poaceae,4.monocot,introduced,,,,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, listing based on database error",(disagree with voucher),,,,,
,Lolium pratense,Festuca pratensis,synonym,Poaceae,4.monocot,introduced,,,1,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym voucher,XX-synonym re voucher,(remove),,,,,
,Lomandra brevis,Lomandra brevis,current,Asparagaceae,5.monocot-colorful,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1899,1986,none,,
"1975 voucher geolocated outside Royal, but inside park based on notes",Lomandra cylindrica,Lomandra cylindrica,current,Asparagaceae,5.monocot-colorful,native,3,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1966,1975,,2020,2021
,Lomandra filiformis,Lomandra filiformis,current,Asparagaceae,5.monocot-colorful,native,4,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1964,2012,,2020,2023
,Lomandra fluviatilis,Lomandra fluviatilis,current,Asparagaceae,5.monocot-colorful,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1895,1978,none,,
